Loaded feature columns successfully: stock=['characteristic_1', 'characteristic_2', 'characteristic_3', 'price'] market=['MKT', 'SMB', 'HML']
Dataset split summary: total_num_days=200 train_split_ratio=0.8000 validation_split_ratio=0.1000 backtest_split_ratio=0.1000 train_split_length=160 validation_split_length=20 backtest_split_length=20 analysis_horizon_days=19 train_horizon_start_index=141 train_horizon_end_index=159 validation_horizon_start_index=161 validation_horizon_end_index=179 backtest_horizon_start_index=181 backtest_horizon_end_index=199 dynamic_train_lookback_length=141 dynamic_validation_lookback_length=161 dynamic_backtest_lookback_length=181 train_window_count=1 validation_window_count=1 backtest_window_count=1
Running epoch-based train mode with train_windows=1 validation_windows=1 backtest_windows=1 batch_size=1 num_epochs=300.
epoch=1 train_loss=0.13458240 train_portfolio_return=-0.13458237 val_loss=0.06697488 val_portfolio_return=-0.06697491
Running epoch-based train mode with train_windows=1 validation_windows=1 backtest_windows=1 batch_size=1 num_epochs=300.
epoch=1 train_loss=13.10264874 train_portfolio_return=-0.13235641 val_loss=4.55550623 val_portfolio_return=-0.04601745
epoch=2 train_loss=4.99066401 train_portfolio_return=-0.05041319 val_loss=1.66546857 val_portfolio_return=-0.01682373
epoch=3 train_loss=1.38818252 train_portfolio_return=-0.01402272 val_loss=4.89746666 val_portfolio_return=-0.04947175
epoch=4 train_loss=6.63197756 train_portfolio_return=-0.06699292 val_loss=0.91295910 val_portfolio_return=-0.00922226
epoch=5 train_loss=0.58024400 train_portfolio_return=-0.00586133 val_loss=0.76075047 val_portfolio_return=-0.00768472
epoch=6 train_loss=0.31044525 train_portfolio_return=-0.00313596 val_loss=0.75428373 val_portfolio_return=-0.00761940
epoch=7 train_loss=0.04545752 train_portfolio_return=-0.00045919 val_loss=1.42598128 val_portfolio_return=-0.01440455
epoch=8 train_loss=1.82416129 train_portfolio_return=-0.01842676 val_loss=0.42008960 val_portfolio_return=-0.00424353
epoch=9 train_loss=0.59882832 train_portfolio_return=-0.00604906 val_loss=0.07378900 val_portfolio_return=-0.00074538
epoch=10 train_loss=0.10280458 train_portfolio_return=-0.00103848 val_loss=0.01548896 val_portfolio_return=-0.00015646
epoch=11 train_loss=0.02192841 train_portfolio_return=-0.00022151 val_loss=0.00499017 val_portfolio_return=-0.00005041
epoch=12 train_loss=0.00710860 train_portfolio_return=-0.00007181 val_loss=0.00207488 val_portfolio_return=-0.00002096
epoch=13 train_loss=0.00296554 train_portfolio_return=-0.00002996 val_loss=0.00099856 val_portfolio_return=-0.00001009
epoch=14 train_loss=0.00142675 train_portfolio_return=-0.00001441 val_loss=0.00053658 val_portfolio_return=-0.00000542
epoch=15 train_loss=0.00076520 train_portfolio_return=-0.00000773 val_loss=0.00031249 val_portfolio_return=-0.00000316
epoch=16 train_loss=0.00044481 train_portfolio_return=-0.00000449 val_loss=0.00019338 val_portfolio_return=-0.00000195
epoch=17 train_loss=0.00027486 train_portfolio_return=-0.00000278 val_loss=0.00012550 val_portfolio_return=-0.00000127
epoch=18 train_loss=0.00017817 train_portfolio_return=-0.00000180 val_loss=0.00008472 val_portfolio_return=-0.00000086
epoch=19 train_loss=0.00012014 train_portfolio_return=-0.00000121 val_loss=0.00005917 val_portfolio_return=-0.00000060
epoch=20 train_loss=0.00008378 train_portfolio_return=-0.00000085 val_loss=0.00004258 val_portfolio_return=-0.00000043
epoch=21 train_loss=0.00006013 train_portfolio_return=-0.00000061 val_loss=0.00003147 val_portfolio_return=-0.00000032
epoch=22 train_loss=0.00004423 train_portfolio_return=-0.00000045 val_loss=0.00002383 val_portfolio_return=-0.00000024
epoch=23 train_loss=0.00003321 train_portfolio_return=-0.00000034 val_loss=0.00001842 val_portfolio_return=-0.00000019
epoch=24 train_loss=0.00002545 train_portfolio_return=-0.00000026 val_loss=0.00001450 val_portfolio_return=-0.00000015
epoch=25 train_loss=0.00001995 train_portfolio_return=-0.00000020 val_loss=0.00001156 val_portfolio_return=-0.00000012
epoch=26 train_loss=0.00001600 train_portfolio_return=-0.00000016 val_loss=0.00000931 val_portfolio_return=-0.00000009
epoch=27 train_loss=0.00001309 train_portfolio_return=-0.00000013 val_loss=0.00000763 val_portfolio_return=-0.00000008
epoch=28 train_loss=0.00001090 train_portfolio_return=-0.00000011 val_loss=0.00000640 val_portfolio_return=-0.00000006
epoch=29 train_loss=0.00000923 train_portfolio_return=-0.00000009 val_loss=0.00000548 val_portfolio_return=-0.00000006
epoch=30 train_loss=0.00000792 train_portfolio_return=-0.00000008 val_loss=0.00000476 val_portfolio_return=-0.00000005
epoch=31 train_loss=0.00000688 train_portfolio_return=-0.00000007 val_loss=0.00000418 val_portfolio_return=-0.00000004
epoch=32 train_loss=0.00000605 train_portfolio_return=-0.00000006 val_loss=0.00000372 val_portfolio_return=-0.00000004
epoch=33 train_loss=0.00000538 train_portfolio_return=-0.00000005 val_loss=0.00000334 val_portfolio_return=-0.00000003
epoch=34 train_loss=0.00000483 train_portfolio_return=-0.00000005 val_loss=0.00000303 val_portfolio_return=-0.00000003
epoch=35 train_loss=0.00000437 train_portfolio_return=-0.00000004 val_loss=0.00000277 val_portfolio_return=-0.00000003
epoch=36 train_loss=0.00000399 train_portfolio_return=-0.00000004 val_loss=0.00000255 val_portfolio_return=-0.00000003
epoch=37 train_loss=0.00000367 train_portfolio_return=-0.00000004 val_loss=0.00000236 val_portfolio_return=-0.00000002
epoch=38 train_loss=0.00000340 train_portfolio_return=-0.00000003 val_loss=0.00000220 val_portfolio_return=-0.00000002
epoch=39 train_loss=0.00000317 train_portfolio_return=-0.00000003 val_loss=0.00000207 val_portfolio_return=-0.00000002
epoch=40 train_loss=0.00000298 train_portfolio_return=-0.00000003 val_loss=0.00000195 val_portfolio_return=-0.00000002
epoch=41 train_loss=0.00000281 train_portfolio_return=-0.00000003 val_loss=0.00000185 val_portfolio_return=-0.00000002
epoch=42 train_loss=0.00000266 train_portfolio_return=-0.00000003 val_loss=0.00000176 val_portfolio_return=-0.00000002
epoch=43 train_loss=0.00000253 train_portfolio_return=-0.00000003 val_loss=0.00000169 val_portfolio_return=-0.00000002
epoch=44 train_loss=0.00000242 train_portfolio_return=-0.00000002 val_loss=0.00000162 val_portfolio_return=-0.00000002
epoch=45 train_loss=0.00000232 train_portfolio_return=-0.00000002 val_loss=0.00000156 val_portfolio_return=-0.00000002
epoch=46 train_loss=0.00000223 train_portfolio_return=-0.00000002 val_loss=0.00000151 val_portfolio_return=-0.00000002
epoch=47 train_loss=0.00000216 train_portfolio_return=-0.00000002 val_loss=0.00000146 val_portfolio_return=-0.00000001
epoch=48 train_loss=0.00000209 train_portfolio_return=-0.00000002 val_loss=0.00000142 val_portfolio_return=-0.00000001
epoch=49 train_loss=0.00000203 train_portfolio_return=-0.00000002 val_loss=0.00000138 val_portfolio_return=-0.00000001
epoch=50 train_loss=0.00000198 train_portfolio_return=-0.00000002 val_loss=0.00000135 val_portfolio_return=-0.00000001
epoch=51 train_loss=0.00000193 train_portfolio_return=-0.00000002 val_loss=0.00000132 val_portfolio_return=-0.00000001
epoch=52 train_loss=0.00000188 train_portfolio_return=-0.00000002 val_loss=0.00000129 val_portfolio_return=-0.00000001
epoch=53 train_loss=0.00000185 train_portfolio_return=-0.00000002 val_loss=0.00000127 val_portfolio_return=-0.00000001
epoch=54 train_loss=0.00000181 train_portfolio_return=-0.00000002 val_loss=0.00000125 val_portfolio_return=-0.00000001
epoch=55 train_loss=0.00000178 train_portfolio_return=-0.00000002 val_loss=0.00000123 val_portfolio_return=-0.00000001
epoch=56 train_loss=0.00000175 train_portfolio_return=-0.00000002 val_loss=0.00000121 val_portfolio_return=-0.00000001
epoch=57 train_loss=0.00000172 train_portfolio_return=-0.00000002 val_loss=0.00000119 val_portfolio_return=-0.00000001
epoch=58 train_loss=0.00000170 train_portfolio_return=-0.00000002 val_loss=0.00000118 val_portfolio_return=-0.00000001
epoch=59 train_loss=0.00000168 train_portfolio_return=-0.00000002 val_loss=0.00000116 val_portfolio_return=-0.00000001
epoch=60 train_loss=0.00000166 train_portfolio_return=-0.00000002 val_loss=0.00000115 val_portfolio_return=-0.00000001
epoch=61 train_loss=0.00000164 train_portfolio_return=-0.00000002 val_loss=0.00000114 val_portfolio_return=-0.00000001
epoch=62 train_loss=0.00000162 train_portfolio_return=-0.00000002 val_loss=0.00000113 val_portfolio_return=-0.00000001
epoch=63 train_loss=0.00000161 train_portfolio_return=-0.00000002 val_loss=0.00000112 val_portfolio_return=-0.00000001
epoch=64 train_loss=0.00000159 train_portfolio_return=-0.00000002 val_loss=0.00000111 val_portfolio_return=-0.00000001
epoch=65 train_loss=0.00000158 train_portfolio_return=-0.00000002 val_loss=0.00000110 val_portfolio_return=-0.00000001
epoch=66 train_loss=0.00000157 train_portfolio_return=-0.00000002 val_loss=0.00000110 val_portfolio_return=-0.00000001
epoch=67 train_loss=0.00000156 train_portfolio_return=-0.00000002 val_loss=0.00000109 val_portfolio_return=-0.00000001
epoch=68 train_loss=0.00000155 train_portfolio_return=-0.00000002 val_loss=0.00000108 val_portfolio_return=-0.00000001
epoch=69 train_loss=0.00000154 train_portfolio_return=-0.00000002 val_loss=0.00000108 val_portfolio_return=-0.00000001
epoch=70 train_loss=0.00000153 train_portfolio_return=-0.00000002 val_loss=0.00000107 val_portfolio_return=-0.00000001
epoch=71 train_loss=0.00000152 train_portfolio_return=-0.00000002 val_loss=0.00000107 val_portfolio_return=-0.00000001
epoch=72 train_loss=0.00000151 train_portfolio_return=-0.00000002 val_loss=0.00000106 val_portfolio_return=-0.00000001
epoch=73 train_loss=0.00000150 train_portfolio_return=-0.00000002 val_loss=0.00000106 val_portfolio_return=-0.00000001
epoch=74 train_loss=0.00000150 train_portfolio_return=-0.00000002 val_loss=0.00000105 val_portfolio_return=-0.00000001
epoch=75 train_loss=0.00000149 train_portfolio_return=-0.00000002 val_loss=0.00000105 val_portfolio_return=-0.00000001
epoch=76 train_loss=0.00000148 train_portfolio_return=-0.00000001 val_loss=0.00000104 val_portfolio_return=-0.00000001
epoch=77 train_loss=0.00000148 train_portfolio_return=-0.00000001 val_loss=0.00000104 val_portfolio_return=-0.00000001
epoch=78 train_loss=0.00000147 train_portfolio_return=-0.00000001 val_loss=0.00000103 val_portfolio_return=-0.00000001
epoch=79 train_loss=0.00000147 train_portfolio_return=-0.00000001 val_loss=0.00000103 val_portfolio_return=-0.00000001
epoch=80 train_loss=0.00000146 train_portfolio_return=-0.00000001 val_loss=0.00000103 val_portfolio_return=-0.00000001
epoch=81 train_loss=0.00000146 train_portfolio_return=-0.00000001 val_loss=0.00000102 val_portfolio_return=-0.00000001
epoch=82 train_loss=0.00000145 train_portfolio_return=-0.00000001 val_loss=0.00000102 val_portfolio_return=-0.00000001
epoch=83 train_loss=0.00000145 train_portfolio_return=-0.00000001 val_loss=0.00000102 val_portfolio_return=-0.00000001
epoch=84 train_loss=0.00000144 train_portfolio_return=-0.00000001 val_loss=0.00000102 val_portfolio_return=-0.00000001
epoch=85 train_loss=0.00000144 train_portfolio_return=-0.00000001 val_loss=0.00000101 val_portfolio_return=-0.00000001
epoch=86 train_loss=0.00000143 train_portfolio_return=-0.00000001 val_loss=0.00000101 val_portfolio_return=-0.00000001
epoch=87 train_loss=0.00000143 train_portfolio_return=-0.00000001 val_loss=0.00000101 val_portfolio_return=-0.00000001
epoch=88 train_loss=0.00000142 train_portfolio_return=-0.00000001 val_loss=0.00000100 val_portfolio_return=-0.00000001
epoch=89 train_loss=0.00000142 train_portfolio_return=-0.00000001 val_loss=0.00000100 val_portfolio_return=-0.00000001
epoch=90 train_loss=0.00000142 train_portfolio_return=-0.00000001 val_loss=0.00000100 val_portfolio_return=-0.00000001
epoch=91 train_loss=0.00000141 train_portfolio_return=-0.00000001 val_loss=0.00000100 val_portfolio_return=-0.00000001
epoch=92 train_loss=0.00000141 train_portfolio_return=-0.00000001 val_loss=0.00000099 val_portfolio_return=-0.00000001
epoch=93 train_loss=0.00000141 train_portfolio_return=-0.00000001 val_loss=0.00000099 val_portfolio_return=-0.00000001
epoch=94 train_loss=0.00000140 train_portfolio_return=-0.00000001 val_loss=0.00000099 val_portfolio_return=-0.00000001
epoch=95 train_loss=0.00000140 train_portfolio_return=-0.00000001 val_loss=0.00000099 val_portfolio_return=-0.00000001
epoch=96 train_loss=0.00000139 train_portfolio_return=-0.00000001 val_loss=0.00000098 val_portfolio_return=-0.00000001
epoch=97 train_loss=0.00000139 train_portfolio_return=-0.00000001 val_loss=0.00000098 val_portfolio_return=-0.00000001
epoch=98 train_loss=0.00000139 train_portfolio_return=-0.00000001 val_loss=0.00000098 val_portfolio_return=-0.00000001
epoch=99 train_loss=0.00000138 train_portfolio_return=-0.00000001 val_loss=0.00000098 val_portfolio_return=-0.00000001
epoch=100 train_loss=0.00000138 train_portfolio_return=-0.00000001 val_loss=0.00000098 val_portfolio_return=-0.00000001
epoch=101 train_loss=0.00000138 train_portfolio_return=-0.00000001 val_loss=0.00000097 val_portfolio_return=-0.00000001
epoch=102 train_loss=0.00000137 train_portfolio_return=-0.00000001 val_loss=0.00000097 val_portfolio_return=-0.00000001
epoch=103 train_loss=0.00000137 train_portfolio_return=-0.00000001 val_loss=0.00000097 val_portfolio_return=-0.00000001
epoch=104 train_loss=0.00000137 train_portfolio_return=-0.00000001 val_loss=0.00000097 val_portfolio_return=-0.00000001
epoch=105 train_loss=0.00000136 train_portfolio_return=-0.00000001 val_loss=0.00000096 val_portfolio_return=-0.00000001
epoch=106 train_loss=0.00000136 train_portfolio_return=-0.00000001 val_loss=0.00000096 val_portfolio_return=-0.00000001
epoch=107 train_loss=0.00000136 train_portfolio_return=-0.00000001 val_loss=0.00000096 val_portfolio_return=-0.00000001
epoch=108 train_loss=0.00000136 train_portfolio_return=-0.00000001 val_loss=0.00000096 val_portfolio_return=-0.00000001
epoch=109 train_loss=0.00000135 train_portfolio_return=-0.00000001 val_loss=0.00000096 val_portfolio_return=-0.00000001
epoch=110 train_loss=0.00000135 train_portfolio_return=-0.00000001 val_loss=0.00000095 val_portfolio_return=-0.00000001
epoch=111 train_loss=0.00000135 train_portfolio_return=-0.00000001 val_loss=0.00000095 val_portfolio_return=-0.00000001
epoch=112 train_loss=0.00000134 train_portfolio_return=-0.00000001 val_loss=0.00000095 val_portfolio_return=-0.00000001
epoch=113 train_loss=0.00000134 train_portfolio_return=-0.00000001 val_loss=0.00000095 val_portfolio_return=-0.00000001
epoch=114 train_loss=0.00000134 train_portfolio_return=-0.00000001 val_loss=0.00000095 val_portfolio_return=-0.00000001
epoch=115 train_loss=0.00000133 train_portfolio_return=-0.00000001 val_loss=0.00000094 val_portfolio_return=-0.00000001
epoch=116 train_loss=0.00000133 train_portfolio_return=-0.00000001 val_loss=0.00000094 val_portfolio_return=-0.00000001
epoch=117 train_loss=0.00000133 train_portfolio_return=-0.00000001 val_loss=0.00000094 val_portfolio_return=-0.00000001
epoch=118 train_loss=0.00000133 train_portfolio_return=-0.00000001 val_loss=0.00000094 val_portfolio_return=-0.00000001
epoch=119 train_loss=0.00000132 train_portfolio_return=-0.00000001 val_loss=0.00000093 val_portfolio_return=-0.00000001
epoch=120 train_loss=0.00000132 train_portfolio_return=-0.00000001 val_loss=0.00000093 val_portfolio_return=-0.00000001
epoch=121 train_loss=0.00000132 train_portfolio_return=-0.00000001 val_loss=0.00000093 val_portfolio_return=-0.00000001
epoch=122 train_loss=0.00000131 train_portfolio_return=-0.00000001 val_loss=0.00000093 val_portfolio_return=-0.00000001
epoch=123 train_loss=0.00000131 train_portfolio_return=-0.00000001 val_loss=0.00000093 val_portfolio_return=-0.00000001
epoch=124 train_loss=0.00000131 train_portfolio_return=-0.00000001 val_loss=0.00000092 val_portfolio_return=-0.00000001
epoch=125 train_loss=0.00000131 train_portfolio_return=-0.00000001 val_loss=0.00000092 val_portfolio_return=-0.00000001
epoch=126 train_loss=0.00000130 train_portfolio_return=-0.00000001 val_loss=0.00000092 val_portfolio_return=-0.00000001
epoch=127 train_loss=0.00000130 train_portfolio_return=-0.00000001 val_loss=0.00000092 val_portfolio_return=-0.00000001
epoch=128 train_loss=0.00000130 train_portfolio_return=-0.00000001 val_loss=0.00000092 val_portfolio_return=-0.00000001
epoch=129 train_loss=0.00000129 train_portfolio_return=-0.00000001 val_loss=0.00000092 val_portfolio_return=-0.00000001
epoch=130 train_loss=0.00000129 train_portfolio_return=-0.00000001 val_loss=0.00000091 val_portfolio_return=-0.00000001
epoch=131 train_loss=0.00000129 train_portfolio_return=-0.00000001 val_loss=0.00000091 val_portfolio_return=-0.00000001
epoch=132 train_loss=0.00000129 train_portfolio_return=-0.00000001 val_loss=0.00000091 val_portfolio_return=-0.00000001
epoch=133 train_loss=0.00000128 train_portfolio_return=-0.00000001 val_loss=0.00000091 val_portfolio_return=-0.00000001
epoch=134 train_loss=0.00000128 train_portfolio_return=-0.00000001 val_loss=0.00000091 val_portfolio_return=-0.00000001
epoch=135 train_loss=0.00000128 train_portfolio_return=-0.00000001 val_loss=0.00000090 val_portfolio_return=-0.00000001
epoch=136 train_loss=0.00000128 train_portfolio_return=-0.00000001 val_loss=0.00000090 val_portfolio_return=-0.00000001
epoch=137 train_loss=0.00000127 train_portfolio_return=-0.00000001 val_loss=0.00000090 val_portfolio_return=-0.00000001
epoch=138 train_loss=0.00000127 train_portfolio_return=-0.00000001 val_loss=0.00000090 val_portfolio_return=-0.00000001
epoch=139 train_loss=0.00000127 train_portfolio_return=-0.00000001 val_loss=0.00000090 val_portfolio_return=-0.00000001
epoch=140 train_loss=0.00000126 train_portfolio_return=-0.00000001 val_loss=0.00000089 val_portfolio_return=-0.00000001
epoch=141 train_loss=0.00000126 train_portfolio_return=-0.00000001 val_loss=0.00000089 val_portfolio_return=-0.00000001
epoch=142 train_loss=0.00000126 train_portfolio_return=-0.00000001 val_loss=0.00000089 val_portfolio_return=-0.00000001
epoch=143 train_loss=0.00000126 train_portfolio_return=-0.00000001 val_loss=0.00000089 val_portfolio_return=-0.00000001
epoch=144 train_loss=0.00000125 train_portfolio_return=-0.00000001 val_loss=0.00000089 val_portfolio_return=-0.00000001
epoch=145 train_loss=0.00000125 train_portfolio_return=-0.00000001 val_loss=0.00000088 val_portfolio_return=-0.00000001
epoch=146 train_loss=0.00000125 train_portfolio_return=-0.00000001 val_loss=0.00000088 val_portfolio_return=-0.00000001
epoch=147 train_loss=0.00000125 train_portfolio_return=-0.00000001 val_loss=0.00000088 val_portfolio_return=-0.00000001
epoch=148 train_loss=0.00000124 train_portfolio_return=-0.00000001 val_loss=0.00000088 val_portfolio_return=-0.00000001
epoch=149 train_loss=0.00000124 train_portfolio_return=-0.00000001 val_loss=0.00000088 val_portfolio_return=-0.00000001
epoch=150 train_loss=0.00000124 train_portfolio_return=-0.00000001 val_loss=0.00000088 val_portfolio_return=-0.00000001
epoch=151 train_loss=0.00000124 train_portfolio_return=-0.00000001 val_loss=0.00000087 val_portfolio_return=-0.00000001
epoch=152 train_loss=0.00000123 train_portfolio_return=-0.00000001 val_loss=0.00000087 val_portfolio_return=-0.00000001
epoch=153 train_loss=0.00000123 train_portfolio_return=-0.00000001 val_loss=0.00000087 val_portfolio_return=-0.00000001
epoch=154 train_loss=0.00000123 train_portfolio_return=-0.00000001 val_loss=0.00000087 val_portfolio_return=-0.00000001
epoch=155 train_loss=0.00000123 train_portfolio_return=-0.00000001 val_loss=0.00000087 val_portfolio_return=-0.00000001
epoch=156 train_loss=0.00000122 train_portfolio_return=-0.00000001 val_loss=0.00000086 val_portfolio_return=-0.00000001
epoch=157 train_loss=0.00000122 train_portfolio_return=-0.00000001 val_loss=0.00000086 val_portfolio_return=-0.00000001
epoch=158 train_loss=0.00000122 train_portfolio_return=-0.00000001 val_loss=0.00000086 val_portfolio_return=-0.00000001
epoch=159 train_loss=0.00000122 train_portfolio_return=-0.00000001 val_loss=0.00000086 val_portfolio_return=-0.00000001
epoch=160 train_loss=0.00000121 train_portfolio_return=-0.00000001 val_loss=0.00000086 val_portfolio_return=-0.00000001
epoch=161 train_loss=0.00000121 train_portfolio_return=-0.00000001 val_loss=0.00000086 val_portfolio_return=-0.00000001
epoch=162 train_loss=0.00000121 train_portfolio_return=-0.00000001 val_loss=0.00000085 val_portfolio_return=-0.00000001
epoch=163 train_loss=0.00000121 train_portfolio_return=-0.00000001 val_loss=0.00000085 val_portfolio_return=-0.00000001
epoch=164 train_loss=0.00000120 train_portfolio_return=-0.00000001 val_loss=0.00000085 val_portfolio_return=-0.00000001
epoch=165 train_loss=0.00000120 train_portfolio_return=-0.00000001 val_loss=0.00000085 val_portfolio_return=-0.00000001
epoch=166 train_loss=0.00000120 train_portfolio_return=-0.00000001 val_loss=0.00000085 val_portfolio_return=-0.00000001
epoch=167 train_loss=0.00000120 train_portfolio_return=-0.00000001 val_loss=0.00000085 val_portfolio_return=-0.00000001
epoch=168 train_loss=0.00000119 train_portfolio_return=-0.00000001 val_loss=0.00000084 val_portfolio_return=-0.00000001
epoch=169 train_loss=0.00000119 train_portfolio_return=-0.00000001 val_loss=0.00000084 val_portfolio_return=-0.00000001
epoch=170 train_loss=0.00000119 train_portfolio_return=-0.00000001 val_loss=0.00000084 val_portfolio_return=-0.00000001
epoch=171 train_loss=0.00000119 train_portfolio_return=-0.00000001 val_loss=0.00000084 val_portfolio_return=-0.00000001
epoch=172 train_loss=0.00000119 train_portfolio_return=-0.00000001 val_loss=0.00000084 val_portfolio_return=-0.00000001
epoch=173 train_loss=0.00000118 train_portfolio_return=-0.00000001 val_loss=0.00000084 val_portfolio_return=-0.00000001
epoch=174 train_loss=0.00000118 train_portfolio_return=-0.00000001 val_loss=0.00000083 val_portfolio_return=-0.00000001
epoch=175 train_loss=0.00000118 train_portfolio_return=-0.00000001 val_loss=0.00000083 val_portfolio_return=-0.00000001
epoch=176 train_loss=0.00000118 train_portfolio_return=-0.00000001 val_loss=0.00000083 val_portfolio_return=-0.00000001
epoch=177 train_loss=0.00000117 train_portfolio_return=-0.00000001 val_loss=0.00000083 val_portfolio_return=-0.00000001
epoch=178 train_loss=0.00000117 train_portfolio_return=-0.00000001 val_loss=0.00000083 val_portfolio_return=-0.00000001
epoch=179 train_loss=0.00000117 train_portfolio_return=-0.00000001 val_loss=0.00000083 val_portfolio_return=-0.00000001
epoch=180 train_loss=0.00000117 train_portfolio_return=-0.00000001 val_loss=0.00000082 val_portfolio_return=-0.00000001
epoch=181 train_loss=0.00000116 train_portfolio_return=-0.00000001 val_loss=0.00000082 val_portfolio_return=-0.00000001
epoch=182 train_loss=0.00000116 train_portfolio_return=-0.00000001 val_loss=0.00000082 val_portfolio_return=-0.00000001
epoch=183 train_loss=0.00000116 train_portfolio_return=-0.00000001 val_loss=0.00000082 val_portfolio_return=-0.00000001
epoch=184 train_loss=0.00000116 train_portfolio_return=-0.00000001 val_loss=0.00000082 val_portfolio_return=-0.00000001
epoch=185 train_loss=0.00000116 train_portfolio_return=-0.00000001 val_loss=0.00000082 val_portfolio_return=-0.00000001
epoch=186 train_loss=0.00000115 train_portfolio_return=-0.00000001 val_loss=0.00000081 val_portfolio_return=-0.00000001
epoch=187 train_loss=0.00000115 train_portfolio_return=-0.00000001 val_loss=0.00000081 val_portfolio_return=-0.00000001
epoch=188 train_loss=0.00000115 train_portfolio_return=-0.00000001 val_loss=0.00000081 val_portfolio_return=-0.00000001
epoch=189 train_loss=0.00000115 train_portfolio_return=-0.00000001 val_loss=0.00000081 val_portfolio_return=-0.00000001
epoch=190 train_loss=0.00000114 train_portfolio_return=-0.00000001 val_loss=0.00000081 val_portfolio_return=-0.00000001
epoch=191 train_loss=0.00000114 train_portfolio_return=-0.00000001 val_loss=0.00000081 val_portfolio_return=-0.00000001
epoch=192 train_loss=0.00000114 train_portfolio_return=-0.00000001 val_loss=0.00000080 val_portfolio_return=-0.00000001
epoch=193 train_loss=0.00000114 train_portfolio_return=-0.00000001 val_loss=0.00000080 val_portfolio_return=-0.00000001
epoch=194 train_loss=0.00000114 train_portfolio_return=-0.00000001 val_loss=0.00000080 val_portfolio_return=-0.00000001
epoch=195 train_loss=0.00000113 train_portfolio_return=-0.00000001 val_loss=0.00000080 val_portfolio_return=-0.00000001
epoch=196 train_loss=0.00000113 train_portfolio_return=-0.00000001 val_loss=0.00000080 val_portfolio_return=-0.00000001
epoch=197 train_loss=0.00000113 train_portfolio_return=-0.00000001 val_loss=0.00000080 val_portfolio_return=-0.00000001
epoch=198 train_loss=0.00000113 train_portfolio_return=-0.00000001 val_loss=0.00000080 val_portfolio_return=-0.00000001
epoch=199 train_loss=0.00000113 train_portfolio_return=-0.00000001 val_loss=0.00000079 val_portfolio_return=-0.00000001
epoch=200 train_loss=0.00000112 train_portfolio_return=-0.00000001 val_loss=0.00000079 val_portfolio_return=-0.00000001
epoch=201 train_loss=0.00000112 train_portfolio_return=-0.00000001 val_loss=0.00000079 val_portfolio_return=-0.00000001
epoch=202 train_loss=0.00000112 train_portfolio_return=-0.00000001 val_loss=0.00000079 val_portfolio_return=-0.00000001
epoch=203 train_loss=0.00000112 train_portfolio_return=-0.00000001 val_loss=0.00000079 val_portfolio_return=-0.00000001
epoch=204 train_loss=0.00000111 train_portfolio_return=-0.00000001 val_loss=0.00000079 val_portfolio_return=-0.00000001
epoch=205 train_loss=0.00000111 train_portfolio_return=-0.00000001 val_loss=0.00000078 val_portfolio_return=-0.00000001
epoch=206 train_loss=0.00000111 train_portfolio_return=-0.00000001 val_loss=0.00000078 val_portfolio_return=-0.00000001
epoch=207 train_loss=0.00000111 train_portfolio_return=-0.00000001 val_loss=0.00000078 val_portfolio_return=-0.00000001
epoch=208 train_loss=0.00000111 train_portfolio_return=-0.00000001 val_loss=0.00000078 val_portfolio_return=-0.00000001
epoch=209 train_loss=0.00000110 train_portfolio_return=-0.00000001 val_loss=0.00000078 val_portfolio_return=-0.00000001
epoch=210 train_loss=0.00000110 train_portfolio_return=-0.00000001 val_loss=0.00000078 val_portfolio_return=-0.00000001
epoch=211 train_loss=0.00000110 train_portfolio_return=-0.00000001 val_loss=0.00000078 val_portfolio_return=-0.00000001
epoch=212 train_loss=0.00000110 train_portfolio_return=-0.00000001 val_loss=0.00000077 val_portfolio_return=-0.00000001
epoch=213 train_loss=0.00000110 train_portfolio_return=-0.00000001 val_loss=0.00000077 val_portfolio_return=-0.00000001
epoch=214 train_loss=0.00000109 train_portfolio_return=-0.00000001 val_loss=0.00000077 val_portfolio_return=-0.00000001
epoch=215 train_loss=0.00000109 train_portfolio_return=-0.00000001 val_loss=0.00000077 val_portfolio_return=-0.00000001
epoch=216 train_loss=0.00000109 train_portfolio_return=-0.00000001 val_loss=0.00000077 val_portfolio_return=-0.00000001
epoch=217 train_loss=0.00000109 train_portfolio_return=-0.00000001 val_loss=0.00000077 val_portfolio_return=-0.00000001
epoch=218 train_loss=0.00000109 train_portfolio_return=-0.00000001 val_loss=0.00000077 val_portfolio_return=-0.00000001
epoch=219 train_loss=0.00000108 train_portfolio_return=-0.00000001 val_loss=0.00000076 val_portfolio_return=-0.00000001
epoch=220 train_loss=0.00000108 train_portfolio_return=-0.00000001 val_loss=0.00000076 val_portfolio_return=-0.00000001
epoch=221 train_loss=0.00000108 train_portfolio_return=-0.00000001 val_loss=0.00000076 val_portfolio_return=-0.00000001
epoch=222 train_loss=0.00000108 train_portfolio_return=-0.00000001 val_loss=0.00000076 val_portfolio_return=-0.00000001
epoch=223 train_loss=0.00000108 train_portfolio_return=-0.00000001 val_loss=0.00000076 val_portfolio_return=-0.00000001
epoch=224 train_loss=0.00000108 train_portfolio_return=-0.00000001 val_loss=0.00000076 val_portfolio_return=-0.00000001
epoch=225 train_loss=0.00000107 train_portfolio_return=-0.00000001 val_loss=0.00000076 val_portfolio_return=-0.00000001
